年龄,不支持退款,name,简介,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者服务条款,开发者网站,权限,名称,start,end
年龄：16+,null,末世尸潮：双重打击,"简介你是最后一个能够阻止邪恶博士，拯救世界的特工。
在游戏里，可以使用高科技面甲，特殊的小工具以及杀伤力极大的武器，对抗丧尸群。 并且您将与前中央情报局特工比利-鲍勃和他的女儿西莉亚-简合作，深入了解邪恶博士统治世界的疯狂计划。
双手武器：可以同时持有两把武器，双倍输出，伤害加倍。粉碎一切的阴谋。
近战砍杀：在游戏里除了威力巨大的武器外，还可以使用冷兵器与丧尸群近战搏斗，体验近战厮杀的爽快感。
快一起来阻止博士，统治世界！你是最后一个能够阻止邪恶博士，拯救世界的特工。
在游戏里，可以使用高科技面甲，特殊的小工具以及杀伤力极大的武器，对抗丧尸群。 并且您将与前中央情报局特工比利-鲍勃和他的女儿西莉亚-简合作，深入了解邪恶博士统治世界的疯狂计划。
双手武器：可以同时持有两把武器，双倍输出，伤害加倍。粉碎一切的阴谋。
近战砍杀：在游戏里除了威力巨大的武器外，还可以使用冷兵器与丧尸群近战搏斗，体验近战厮杀的爽快感。
快一起来阻止博士，统治世界！",支持退款申请：PICO退款政策,分类：游戏,"标签：射击, 动作, 冒险","游戏形式：多人, 单人","语言：韩语, 法语, 西班牙语, 德语, 日语, 英语, 简体中文","使用范围：原地站立, 原地坐姿","控制方式：6-DOF 手柄, 头控","支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：1.5.0_PICO_1.0.5,更新日期：2023-5-6,大小：982.1 MB,开发者：Soul Assembly LTD,发行商：Soul Assembly LTD,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：https://www.soulassembly.com/,"权限：存储空间, 麦克风",末世尸潮：双重打击,2023-09-21 02:09:03,2023-09-21 02:11:01
null,null,云上心旅,"简介云上心旅是一款由止观心理咨询公司开发的虚拟现实游戏。公司成立于2010年，拥有20多位专业心理咨询师和精神科医生，致力于为客户提供高质量的心理健康服务。

在云上心旅中，玩家将通过一系列营地展开一次次心灵之旅，体验心理疏导和疗愈的功能。包括冥想放松，互动心理测评量表，心理障碍脱敏等，游戏中的场景和互动体验被设计为能够促进心理健康，并帮助玩家探索自我。不同路径的选择为玩家提供互动心理课堂，通过游戏，你可以学会如何放松身心，掌握应对焦虑、压力和悲伤的技巧，以及找到内心的平衡和安宁。
我们的游戏不仅提供了高品质的虚拟现实体验，还拥有强大的售后服务。我们提供团体课程和一对一辅导等多种服务，为客户提供更深入的心理咨询和支持。

云上心旅是一款旨在帮助玩家提高心理健康水平的创新游戏，不仅提供了愉悦的游戏体验，还能为您带来真正的心理健康益处。云上心旅是一款由止观心理咨询公司开发的虚拟现实游戏。公司成立于2010年，拥有20多位专业心理咨询师和精神科医生，致力于为客户提供高质量的心理健康服务。

在云上心旅中，玩家将通过一系列营地展开一次次心灵之旅，体验心理疏导和疗愈的功能。包括冥想放松，互动心理测评量表，心理障碍脱敏等，游戏中的场景和互动体验被设计为能够促进心理健康，并帮助玩家探索自我。不同路径的选择为玩家提供互动心理课堂，通过游戏，你可以学会如何放松身心，掌握应对焦虑、压力和悲伤的技巧，以及找到内心的平衡和安宁。
我们的游戏不仅提供了高品质的虚拟现实体验，还拥有强大的售后服务。我们提供团体课程和一对一辅导等多种服务，为客户提供更深入的心理咨询和支持。

云上心旅是一款旨在帮助玩家提高心理健康水平的创新游戏，不仅提供了愉悦的游戏体验，还能为您带来真正的心理健康益处。",支持退款申请：PICO退款政策,分类：应用,"标签：放松, 医疗健康, 教育",null,"语言：简体中文, 英语","使用范围：原地站立, 原地坐姿, 房间移动","控制方式：6-DOF 手柄, 头控","支持平台：PICO 4 Pro, PICO 4, PICO Neo3",版本：1.32c,更新日期：2023-9-19,大小：325.3 MB,开发者：止观科技,发行商：止观科技,开发者隐私政策：隐私政策,开发者服务条款：服务条款,null,权限：存储空间,云上心旅,2023-09-21 02:10:04,2023-09-21 02:13:31
null,null,Mini Motor Racing X,"简介赶快进入氮气加速的世界，驾驶小小的赛车获得巨大的快乐！从改造后的遗迹、酷热的休息站到阴雨连绵的码头和阳光灿烂的热带岛屿——Mini Motor Racing X将带你体验独一无二的虚拟环球自驾游。

游戏特色：

极其丰富的职业生涯：收集各式各样的赛车，在50多条赛道上参加数百场赛事，领略多种天气下、白天与黑夜、生机勃勃、多姿多彩的画面。

派对模式：与好友一同体验多种狂欢游戏，包括绿茵赛场、崩塌区域、战斗领域等等！

爱车升级：努力赢得胜利，为你的座驾升级，从而获得优势。

多人对战：至多支持4人的线上对战与生涯模式合作。

多种视角：车内、自上而下、赛道侧面或者你喜欢的任意视角！赶快进入氮气加速的世界，驾驶小小的赛车获得巨大的快乐！从改造后的遗迹、酷热的休息站到阴雨连绵的码头和阳光灿烂的热带岛屿——Mini Motor Racing X将带你体验独一无二的虚拟环球自驾游。

游戏特色：

极其丰富的职业生涯：收集各式各样的赛车，在50多条赛道上参加数百场赛事，领略多种天气下、白天与黑夜、生机勃勃、多姿多彩的画面。

派对模式：与好友一同体验多种狂欢游戏，包括绿茵赛场、崩塌区域、战斗领域等等！

爱车升级：努力赢得胜利，为你的座驾升级，从而获得优势。

多人对战：至多支持4人的线上对战与生涯模式合作。

多种视角：车内、自上而下、赛道侧面或者你喜欢的任意视角！",支持退款申请：PICO退款政策,分类：游戏,"标签：竞速, 动作, 休闲","游戏形式：多人, 单人","语言：英语, 简体中文, 德语, 日语, 法语, 韩语, 西班牙语, 繁体中文, 葡萄牙语, 泰语, 意大利语","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO Neo3 Pro, PICO Neo3, PICO Neo3 Eye, PICO 4, PICO 4 Pro",版本：1.3.6.132,更新日期：2022-9-22,大小：1.9 G,开发者：The Binary Mill,发行商：The Binary Mill,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：https://thebinarymill.com/,"权限：存储空间, 麦克风",Mini Motor Racing X,2023-09-21 02:11:49,2023-09-21 02:14:22
null,null,心松VR,"简介《心松VR》通过VR沉浸式放松的强大力量，改善您身心健康的一站式平台。每天通过15分钟VR沉浸体验与身心健康技巧练习，帮助您减轻压力、缓解焦虑、改善睡眠状况。

《心松VR》研发基于认知神经科学与沉浸技术转化设计，包含沉浸减压、深度放松、冥想、正念助眠、大师冥想课、自然之旅、减压游戏等7个模块，综合改善您的身心健康状态。

在您紧张工作之余、偶感焦虑之时、亦或是快节奏游戏之后，您可以根据健康需求或偏好，选择自己不同内容来调节自己的情绪和压力状态，在高质量沉浸放松虚拟场景中，快速进入冥想放松状态，跟随专业课程与名师指导掌握冥想正念技巧，放松心情，缓解焦虑不安、短时压力等情绪，让您的大脑快速平静达到深度放松的状态。

现在，开启您的《心松VR》，沉浸放松减压助眠，改善身心健康之旅！《心松VR》通过VR沉浸式放松的强大力量，改善您身心健康的一站式平台。每天通过15分钟VR沉浸体验与身心健康技巧练习，帮助您减轻压力、缓解焦虑、改善睡眠状况。

《心松VR》研发基于认知神经科学与沉浸技术转化设计，包含沉浸减压、深度放松、冥想、正念助眠、大师冥想课、自然之旅、减压游戏等7个模块，综合改善您的身心健康状态。

在您紧张工作之余、偶感焦虑之时、亦或是快节奏游戏之后，您可以根据健康需求或偏好，选择自己不同内容来调节自己的情绪和压力状态，在高质量沉浸放松虚拟场景中，快速进入冥想放松状态，跟随专业课程与名师指导掌握冥想正念技巧，放松心情，缓解焦虑不安、短时压力等情绪，让您的大脑快速平静达到深度放松的状态。

现在，开启您的《心松VR》，沉浸放松减压助眠，改善身心健康之旅！",支持退款申请：PICO退款政策,分类：应用,"标签：视频, 放松, 休闲",null,语言：简体中文,"使用范围：原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO Neo3 Pro, PICO Neo3, PICO Neo3 Eye, PICO 4, PICO 4 Pro",版本：4.0,更新日期：2023-3-27,大小：3.4 G,开发者：奥镁智能,发行商：奥镁智能,开发者隐私政策：隐私政策,null,null,权限：存储空间,心松VR,2023-09-21 02:14:05,2023-09-21 02:16:09
年龄：8+,null,Galaxy Kart,"简介街机卡丁车赛车游戏，专注于战斗和每个车手个人技能的使用。 在一个充满疯狂赛车手的银河系中，一个惊人的冠军决定了谁是最好的车手！ 不仅赛车手可以在赛道上获得武器，他们每个人都有自己的技能！

让自己沉浸在卡丁车游戏中，您可以通过双手的动作抓住并使用每一个能量提升！

尝试 9 个不同角色中的每一个，并释放一种独特的技能来超越所有其他角色！

将虚拟现实带到下一代，准备好体验我们 Galaxy 竞争对手的家乡世界的几条赛道。街机卡丁车赛车游戏，专注于战斗和每个车手个人技能的使用。 在一个充满疯狂赛车手的银河系中，一个惊人的冠军决定了谁是最好的车手！ 不仅赛车手可以在赛道上获得武器，他们每个人都有自己的技能！

让自己沉浸在卡丁车游戏中，您可以通过双手的动作抓住并使用每一个能量提升！

尝试 9 个不同角色中的每一个，并释放一种独特的技能来超越所有其他角色！

将虚拟现实带到下一代，准备好体验我们 Galaxy 竞争对手的家乡世界的几条赛道。",支持退款申请：PICO退款政策,分类：游戏,"标签：竞速, 动作, 卡通","游戏形式：单人, 多人","语言：英语, 简体中文, 繁体中文, 德语, 日语, 韩语, 葡萄牙语, 西班牙语, 意大利语, 法语","使用范围：原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4 Pro, PICO 4, PICO Neo3, PICO Neo3 Pro",版本：2.1,更新日期：2023-7-13,大小：2.6 G,开发者：VR Monkey,发行商：VR Monkey,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：http://galaxykartvr.com,"权限：存储空间, 麦克风",Galaxy Kart,2023-09-21 02:14:51,2023-09-21 02:17:00
年龄：12+,null,节奏子弹,"简介这是你从未体验过的外星战役，你将会通过双手操作一组星际战斗机穿越一片虚无的区域。航行过程中，记得保卫你的核心，随着音乐的节奏切换和射击不同颜色的n子弹，将四面八方的敌人消灭掉，适时的展开防御力场，统治太空。反复锻炼你的“音乐战斗”技艺，在最佳时机释放你的武器，利用你最大的力量来清理舞台。
在复杂多样的战役中，记得时刻保护核心的安全，尝试在这虚无的世界中登上排行榜，敌人永不止步！Shoot 'Em Up！这是你从未体验过的外星战役，你将会通过双手操作一组星际战斗机穿越一片虚无的区域。航行过程中，记得保卫你的核心，随着音乐的节奏切换和射击不同颜色的n子弹，将四面八方的敌人消灭掉，适时的展开防御力场，统治太空。反复锻炼你的“音乐战斗”技艺，在最佳时机释放你的武器，利用你最大的力量来清理舞台。
在复杂多样的战役中，记得时刻保护核心的安全，尝试在这虚无的世界中登上排行榜，敌人永不止步！Shoot 'Em Up！",支持退款申请：PICO退款政策,分类：游戏,"标签：射击, 动作, 音乐",游戏形式：单人,"语言：简体中文, 英语, 日语, 韩语, 繁体中文, 德语, 西班牙语, 法语, 意大利语, 葡萄牙语","使用范围：原地坐姿, 房间移动, 原地站立",控制方式：6-DOF 手柄,"支持平台：PICO Neo2, PICO Neo2 Eye, PICO Neo2 Lite, PICO Neo3 Pro, PICO Neo3 Eye, PICO Neo3, PICO 4, PICO 4 Pro",版本：1.135,更新日期：2022-11-8,大小：665.5 MB,开发者：DB Creations,发行商：DB Creations,开发者隐私政策：隐私政策,null,null,null,节奏子弹,2023-09-21 02:11:08,2023-09-21 02:17:11
null,不支持退款申请：PICO退款政策,心境·露营,"简介恭喜《心境·露营》入围：
1、VR Awards 2023年度最佳VR体验
2、FIVARS 2023国际虚拟现和增加现实故事节
《心境·露营》
身未动 心已远
来一次想去就去，毫无挂碍的露营之旅。
体验在雪山清晨暖阳下，泡一壶浓浓的咖啡，烤几片香甜的面包，
在夜晚寂静的山顶，点燃篝火，仰望夜空，
拿起久违的吉他，拨动琴弦，邂逅山间精灵，
在风雪中，听着牛排煎烤的滋滋声，欣赏山巅景致，
聆听自己的心声，专注自己的感受，为自己找一个心灵小屋
在自己的世界里，和自然对话，奇趣，宁静，放松。
欢迎微信添加campingvr加入开发者社区，和我们一起完善应用体验，您的建议对我们很重要！恭喜《心境·露营》入围：
1、VR Awards 2023年度最佳VR体验
2、FIVARS 2023国际虚拟现和增加现实故事节
《心境·露营》
身未动 心已远
来一次想去就去，毫无挂碍的露营之旅。
体验在雪山清晨暖阳下，泡一壶浓浓的咖啡，烤几片香甜的面包，
在夜晚寂静的山顶，点燃篝火，仰望夜空，
拿起久违的吉他，拨动琴弦，邂逅山间精灵，
在风雪中，听着牛排煎烤的滋滋声，欣赏山巅景致，
聆听自己的心声，专注自己的感受，为自己找一个心灵小屋
在自己的世界里，和自然对话，奇趣，宁静，放松。
欢迎微信添加campingvr加入开发者社区，和我们一起完善应用体验，您的建议对我们很重要！",null,分类：应用,"标签：放松, 休闲, 模拟",null,"语言：简体中文, 英语",使用范围：原地坐姿,控制方式：6-DOF 手柄,"支持平台：PICO Neo3, PICO Neo3 Pro, PICO 4, PICO 4 Pro",版本：1.15,更新日期：2023-7-13,大小：377.8 MB,开发者：深圳小海洋视觉科技有限公司,发行商：深圳小海洋视觉科技有限公司,开发者隐私政策：隐私政策,null,开发者网站：http://www.miniseavr.com/,"权限：存储空间, 麦克风",心境·露营,2023-09-21 02:16:27,2023-09-21 02:18:30
年龄：8+,null,诺克：足球射手,"简介《诺克：足球射手》是一款多人竞技弓箭足球游戏，这是一款需要协调、敏捷和策略的全新游戏；
游戏玩法：你可以在球场尽情滑行和跳跃，使用弓箭将球射入对方球队的球门，即可得分！
游戏特色：
- 具有逼真的物理效果，一个快速移动的球可以击倒你，可以对对方球员发起身体撞击，甚至可以用你的身体来射门和扑球
- 匹配模式：可以选择1V1、2V2、3V3匹配模式，与在线玩家随心匹配，邀请好友一同游戏，还可以与机器人进行自由练习
- 比赛过程中可以用弓箭在球场设置障碍物，使比赛更有趣味性和竞技性
- 有自带语音聊天，可以轻松地与队友交流《诺克：足球射手》是一款多人竞技弓箭足球游戏，这是一款需要协调、敏捷和策略的全新游戏；
游戏玩法：你可以在球场尽情滑行和跳跃，使用弓箭将球射入对方球队的球门，即可得分！
游戏特色：
- 具有逼真的物理效果，一个快速移动的球可以击倒你，可以对对方球员发起身体撞击，甚至可以用你的身体来射门和扑球
- 匹配模式：可以选择1V1、2V2、3V3匹配模式，与在线玩家随心匹配，邀请好友一同游戏，还可以与机器人进行自由练习
- 比赛过程中可以用弓箭在球场设置障碍物，使比赛更有趣味性和竞技性
- 有自带语音聊天，可以轻松地与队友交流",支持退款申请：PICO退款政策,分类：游戏,"标签：运动, 动作, 社交","游戏形式：多人, 单人","语言：英语, 简体中文, 德语, 日语, 法语, 韩语, 西班牙语, 意大利语","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：1.6.3,更新日期：2023-1-19,大小：503.7 MB,开发者：Normal,发行商：Normal,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：https://nock.game,"权限：存储空间, 麦克风",诺克：足球射手,2023-09-21 02:17:54,2023-09-21 02:19:51
null,不支持退款申请：PICO退款政策,METASEE,"简介METASEE是一家专注在VR视频领域的创作与发行平台，为用户提供“足不出户，身临现场”VR视听体验服务，用户可以在METASEE上体验顶尖VR视频内容。
METASEE是一家专注在VR视频领域的创作与发行平台，为用户提供“足不出户，身临现场”VR视听体验服务，用户可以在METASEE上体验顶尖VR视频内容。
",null,分类：应用,"标签：视频, 音乐, 社交",null,语言：简体中文,"使用范围：原地坐姿, 原地站立","控制方式：6-DOF 手柄, 3-DOF 手柄, 头控","支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：1.1.0,更新日期：2023-2-13,大小：322.3 MB,开发者：METASEE,发行商：METASEE,开发者隐私政策：隐私政策,null,null,权限：存储空间,METASEE,2023-09-21 02:18:48,2023-09-21 02:19:53
年龄：8+,null,迷你都市,"简介伟大的城市创造者，欢迎来到VR城市建设模拟游戏“迷你都市”。一起来创建你自己的城市，看着它从一个不起眼的村庄到一个繁华的大都市。科学设计布局并战略性地规划便利设施，打造让公民幸福感爆棚的完美城市。容易上手但又充满无限可能，迷你都市让你发挥更大的创作空间！
——轻松的VR游戏，有着精美的音乐，田园诗般的岛屿环境并且易于上手。
——绘制道路与房屋，为您的公民带来幸福感，让城市蓬勃发展！
——便利地探索、倾斜到你的立体城市，近距离查看你的作品，看着你的城市变得栩栩如生
——简单、轻松又有趣，非常适合城市建设游戏的新手。伟大的城市创造者，欢迎来到VR城市建设模拟游戏“迷你都市”。一起来创建你自己的城市，看着它从一个不起眼的村庄到一个繁华的大都市。科学设计布局并战略性地规划便利设施，打造让公民幸福感爆棚的完美城市。容易上手但又充满无限可能，迷你都市让你发挥更大的创作空间！
——轻松的VR游戏，有着精美的音乐，田园诗般的岛屿环境并且易于上手。
——绘制道路与房屋，为您的公民带来幸福感，让城市蓬勃发展！
——便利地探索、倾斜到你的立体城市，近距离查看你的作品，看着你的城市变得栩栩如生
——简单、轻松又有趣，非常适合城市建设游戏的新手。",支持退款申请：PICO退款政策,分类：游戏,"标签：休闲, 模拟, 策略",游戏形式：单人,"语言：简体中文, 繁体中文, 英语, 德语, 法语, 日语, 韩语, 西班牙语","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：1.0.4,更新日期：2022-12-9,大小：443.6 MB,开发者：Purple Yonder,发行商：nDreams,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：https://ndreams.com/games/little-cities,null,迷你都市,2023-09-21 02:17:43,2023-09-21 02:20:37
年龄：12+,null,完美棒球,"简介你是投手，你投球后击球手打出了安打。“砰”！现在你变成了外场手，你必须跑过去接住球！
有了我们的瞬移系统，你可以随时变成最接近球的球员角色，逼真的投球体验会给你惊喜！

- 多种投球选项
- 多样场地等待解锁
- 移动/改善体验选项
- 自定义角色和装扮！
- 练习和教程模式！
- 赢得比赛，赚取金币！

一定要看看新推出的队伍和体育场！

不擅长投球/瞄准，但你还是想要玩这个游戏？别担心，我们为你设置了大炮投球选项！你是投手，你投球后击球手打出了安打。“砰”！现在你变成了外场手，你必须跑过去接住球！
有了我们的瞬移系统，你可以随时变成最接近球的球员角色，逼真的投球体验会给你惊喜！

- 多种投球选项
- 多样场地等待解锁
- 移动/改善体验选项
- 自定义角色和装扮！
- 练习和教程模式！
- 赢得比赛，赚取金币！

一定要看看新推出的队伍和体育场！

不擅长投球/瞄准，但你还是想要玩这个游戏？别担心，我们为你设置了大炮投球选项！",支持退款申请：PICO退款政策,分类：游戏,"标签：运动, 模拟","游戏形式：单人, 多人","语言：英语, 简体中文","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：2.5672,更新日期：2023-5-4,大小：798.7 MB,开发者：Viewer Ready,发行商：Viewer Ready,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：https://totallybaseball.com/,权限：麦克风,完美棒球,2023-09-21 02:20:06,2023-09-21 02:21:20
null,不支持退款申请：PICO退款政策,联通云VR,"简介联通云VR产品是一款面向网生代 (1995年-2009年出生)年轻群体的超视频（高清化、交互性、沉浸式）数字内容服务产品，它提供4K/8K精品VR沉浸式中短视频、4K/VR直播与巨幕影视以及VR游戏互动等内容服务，重点服务场景涉及VR旅游、VR场馆、VR娱乐、VR健身、行业VR培训等，呈现触点覆盖智能手机。VR眼镜盒子、VR一体机等多端体验。同时提供精品XR应用分发服务。
这款产品推广初期将以智能手机为中心,VR眼镜盒子与一体机为延展,依托运营商的5G高速网络，基于联通云的算力底座、边缘渲染能力和联通CDN分发能力，为用户提供更便捷,更流畅的VR沉浸式体验。
四大特色资源：
全景视频：紧张刺激的极限运动、心旷神怡的美丽风景、让你上天入地的纵览太空、深海、世界奇观；
互动视频：支持场景切换的内容互动视频业务，具有分支剧情选择、画面互动等交互能力，能够为你带来强参与感、强沉浸度的互动观看体验；
8K高清视频：为你提供优质的电影、综艺、动漫、娱乐等海量超清在线视频
VR游戏：超多游戏应用，沉浸式游玩体验，你看到就是游戏世界。联通云VR产品是一款面向网生代 (1995年-2009年出生)年轻群体的超视频（高清化、交互性、沉浸式）数字内容服务产品，它提供4K/8K精品VR沉浸式中短视频、4K/VR直播与巨幕影视以及VR游戏互动等内容服务，重点服务场景涉及VR旅游、VR场馆、VR娱乐、VR健身、行业VR培训等，呈现触点覆盖智能手机。VR眼镜盒子、VR一体机等多端体验。同时提供精品XR应用分发服务。
这款产品推广初期将以智能手机为中心,VR眼镜盒子与一体机为延展,依托运营商的5G高速网络，基于联通云的算力底座、边缘渲染能力和联通CDN分发能力，为用户提供更便捷,更流畅的VR沉浸式体验。
四大特色资源：
全景视频：紧张刺激的极限运动、心旷神怡的美丽风景、让你上天入地的纵览太空、深海、世界奇观；
互动视频：支持场景切换的内容互动视频业务，具有分支剧情选择、画面互动等交互能力，能够为你带来强参与感、强沉浸度的互动观看体验；
8K高清视频：为你提供优质的电影、综艺、动漫、娱乐等海量超清在线视频
VR游戏：超多游戏应用，沉浸式游玩体验，你看到就是游戏世界。",null,分类：应用,"标签：休闲, 放松",null,语言：简体中文,"使用范围：原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4 Pro, PICO 4, PICO Neo3",版本：1.0.0,更新日期：2023-9-7,大小：570.2 MB,开发者：联通云VR,发行商：联通云VR,开发者隐私政策：隐私政策,null,开发者网站：https://www.cuxr.com.cn/home,权限：存储空间,联通云VR,2023-09-21 02:20:26,2023-09-21 02:21:31
null,不支持退款申请：PICO退款政策,元宇宙书店,简介元宇宙书店，带你走进不一样的全新沉浸式阅读体验。元宇宙书店，带你走进不一样的全新沉浸式阅读体验。,null,分类：应用,"标签：模拟, 休闲",null,语言：简体中文,"使用范围：原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO Neo3 Pro, PICO Neo3, PICO 4, PICO Neo3 Eye, PICO 4 Pro",版本：0.945,更新日期：2023-1-16,大小：537.6 MB,开发者：上海沐然星信息技术有限公司,发行商：上海沐然星信息技术有限公司,开发者隐私政策：隐私政策,null,null,"权限：存储空间, 麦克风",元宇宙书店,2023-09-21 02:21:48,2023-09-21 02:22:49
年龄：16+,null,超自然侦探: 逃离90年代,"简介快来看看《超自然侦探：逃离80年代》的全新续集吧！
您将扮演一名痴迷于超自然现象的侦探，任务是寻找一名在1997年消失于一座废弃旧商场的女孩。
调查废弃旧商场里的灵异旧游戏厅，试图找到失踪的女孩！
老游戏机一如既往地运行着 - 在寻找线索的同时，玩玩经典的街机游戏，如投球机、空气曲棍球、篮球机、弹球机等等！
在这场VR密室逃脱冒险中，探索游戏厅，解锁隐藏的秘密，破解未知的谜题，玩玩精彩的90年代复古街机游戏！
注意：本游戏未设置突发惊吓！只有令人毛骨悚然的游戏气氛。快来看看《超自然侦探：逃离80年代》的全新续集吧！
您将扮演一名痴迷于超自然现象的侦探，任务是寻找一名在1997年消失于一座废弃旧商场的女孩。
调查废弃旧商场里的灵异旧游戏厅，试图找到失踪的女孩！
老游戏机一如既往地运行着 - 在寻找线索的同时，玩玩经典的街机游戏，如投球机、空气曲棍球、篮球机、弹球机等等！
在这场VR密室逃脱冒险中，探索游戏厅，解锁隐藏的秘密，破解未知的谜题，玩玩精彩的90年代复古街机游戏！
注意：本游戏未设置突发惊吓！只有令人毛骨悚然的游戏气氛。",支持退款申请：PICO退款政策,分类：游戏,"标签：解谜, 模拟, 冒险",游戏形式：单人,"语言：英语, 简体中文, 德语, 日语, 韩语, 法语, 西班牙语, 意大利语",使用范围：房间移动,控制方式：6-DOF 手柄,"支持平台：PICO Neo3, PICO 4, PICO 4 Pro",版本：1.18,更新日期：2023-3-30,大小：2.6 G,开发者：LunaBeat,发行商：LunaBeat,开发者隐私政策：隐私政策,null,开发者网站：http://www.lunabeat.com,权限：存储空间,超自然侦探: 逃离90年代,2023-09-21 02:21:33,2023-09-21 02:22:51
